id,source,title,content,published_at,link,extracted_at
120,Fox News,"Keane warns Iran strike becoming ‘regional war,' says three Gulf states preparing for combat","Retired Gen. Jack Keane says three Gulf states prepare for combat amid U.S.-Israeli strikes against Iran, creating a broader Middle East regional conflict situation.",2026-03-01T16:43:49,https://www.foxnews.com/media/keane-warns-iran-strike-becoming-regional-war-says-three-gulf-states-preparing-combat,2026-03-02 17:24:33
121,The Daily Caller,Sen Fetterman Says Trump’s Iran Strike Was ‘Entirely Appropriate’ Response To Longstanding Threat,"Sen. Fetterman said Sunday that President Trump's strikes against Iran were ""entirely appropriate"" to address the Islamic country's longstanding nuclear threat.",2026-03-01T16:43:32,https://dailycaller.com/2026/03/01/john-fetterman-supports-donald-trump-iran-strike-entirely-appropriate-response-cnn-state-union-dana-bash/,2026-03-02 17:24:33
122,The Irish Times,Emergency support discussed for EU citizens in Middle East amid fears of escalating conflict,Cyprus has begun preparing evacuations by air,2026-03-01T16:43:13,https://www.irishtimes.com/world/middle-east/2026/03/01/emergency-support-discussed-for-eu-citizens-in-middle-east-amid-fears-of-escalating-conflict/,2026-03-02 17:24:33
123,Business Insider,Fighting with Iran has spread to tankers at sea. Ships are coming under fire around the busy Strait of Hormuz.,"Fighting between the US, Israel, and Iran has damaged ships near the strategic Strait of Hormuz, a key oil trade route.",2026-03-01T16:38:54,https://www.businessinsider.com/fight-iran-spread-oil-tankers-vessels-strait-of-hormuz-2026-3,2026-03-02 17:24:33
124,Breitbart News,Dem Sen. Kelly: Trump 'Did Not Go into This with Any Kind of Strategic Plan',"On Sunday on NBC's ""Meet the Press,"" Sen. Mark Kelly (D-AZ) said President Donald Trump did not seem to have an overall plan in Iran.
The post Dem Sen. Kelly: Trump ‘Did Not Go into This with Any Kind of Strategic Plan’ appeared first on Breitbart.",2026-03-01T16:37:56,https://www.breitbart.com/clips/2026/03/01/dem-sen-kelly-trump-did-not-go-into-this-with-any-kind-of-strategic-plan/,2026-03-02 17:24:33
125,Vox,Khamenei is dead. Regime change will be much harder.,"President Donald Trump triumphantly announced on Saturday that Israeli and US strikes had killed Iran’s supreme leader, Ayatollah Ali Khamenei. He was the biggest target in a “decapitation” mission that also reportedly killed a significant number of top Irani…",2026-03-01T16:37:45,https://www.vox.com/politics/481152/khamenei-dead-iran-regime-change-airpower-history,2026-03-02 17:24:33
127,Crooksandliars.com,Lindsey Graham: 'We're About To Liberate Iran',"Here we go again with Iraq redux. Warmonger Lindsey Graham phoned into Fox & Friends Weekend this Saturday to heap praise on Trump for Operation Epic Fury, calling it the most consequential presidential decision since 1979.
Graham repeatedly compared the Ayat…",2026-03-01T16:35:27,https://crooksandliars.com/2026/02/lindsey-graham-were-about-liberate-iran,2026-03-02 17:24:33
129,Crooksandliars.com,Bloodthirsty Mark Levin: Attack On Iran Should Unify The Country,"Fox News host Mark Levin celebrated Trump and Israel's assault on Iran with gleeful exuberance and claimed the country should be ""celebrating.""
Read the fucking room.
The people of the United States have no interest in starting another war in the Middle East.…",2026-03-01T16:33:20,https://crooksandliars.com/2026/02/bloodthirsty-mark-levin-attack-iran-should,2026-03-02 17:24:33
131,Memeorandum.com,Claude dethrones ChatGPT as top U.S. app after Pentagon saga (Madison Mills/Axios),"Madison Mills / Axios:
Claude dethrones ChatGPT as top U.S. app after Pentagon saga  —  Anthropic's Claude hit No. 1 in U.S. app downloads Saturday, overtaking ChatGPT, after the Pentagon blacklisted the company for refusing to loosen safeguards for military …",2026-03-01T16:30:03,https://www.memeorandum.com/260301/p33,2026-03-02 17:24:33
132,BusinessLine,"Trump says 48 leaders killed in strikes on Iran, Fox News interview","Trump claims 48 Iranian leaders killed in US and Israeli strikes during a Fox News interview, highlighting ongoing military actions.",2026-03-01T16:29:18,https://www.thehindubusinessline.com/news/world/trump-says-48-leaders-killed-in-strikes-on-iran-fox-news-interview/article70692547.ece,2026-03-02 17:24:33
133,CBS News,"Sen. Tom Cotton says ""not a simple answer"" as to who will lead Iran now","Sen. Tom Cotton, the chairman of the Senate Intelligence Committee, said after the killing of Iran's Supreme Leader Ayatollah Ali Khamenei in the U.S.-Israeli military operation, there's ""not a simple answer"" as to who will lead the Iranian people.",2026-03-01T16:29:00,https://www.cbsnews.com/video/sen-tom-cotton-says-not-a-simple-answer-as-to-who-will-lead-iran-now/,2026-03-02 17:24:33
134,Fox News,Fetterman praises Trump's Iran operation as 'historic' moment for America amid party divisions,"Sen. Fetterman breaks with Democrats to praise Trump's Operation Epic Fury against Iran, calling Khamenei's elimination ""historic.""",2026-03-01T16:28:53,https://www.foxnews.com/media/fetterman-praises-trumps-iran-operation-historic-moment-america-amid-party-divisions,2026-03-02 17:24:33
135,The Irish Times,Why is the United States attacking Iran?,"From nuclear fears to calls for regime change, Trump’s rationale for strikes reveals scale of gamble",2026-03-01T16:28:40,https://www.irishtimes.com/world/middle-east/2026/03/01/why-is-the-united-states-attacking-iran/,2026-03-02 17:24:33
136,Foreign Policy,First U.S. Casualties Confirmed in Iran War,The announcement comes as the war continues into its second day.,2026-03-01T16:28:26,http://foreignpolicy.com/2026/03/01/us-military-casualties-deaths-iran-war-trump/,2026-03-02 17:24:33
139,Fortune,"Weeks before his death, Iran’s 86-year-old Supreme Leader heard shouts of ‘Death to Khamenei’ and unleashed a bloody crackdown","Khamenei's suppression of the protests, with thousands of people killed, was a sign of the threat that popular anger represented.",2026-03-01T16:21:22,https://fortune.com/2026/03/01/who-was-khamenei-iran-supreme-leader-dead-killed-protests-crackdown/,2026-03-02 17:24:33
140,Thegatewaypundit.com,"US Central Command Confirms 3 Americans Killed, 5 “Seriously Injured” in Operation Epic Fury","Three US service members have been killed, and five have been seriously wounded in Operation Epic Fury, the US military operation to take out Iranian Supreme Leader Ayatollah Ali Khamenei on Saturday, US Central Command said in a statement Sunday.  “Several o…",2026-03-01T16:20:15,https://www.thegatewaypundit.com/2026/03/us-central-command-confirms-3-americans-killed-5/,2026-03-02 17:24:33
141,The Irish Times,Afghanistan targets Pakistani jets over Kabul as conflict continues,Heavy fighting raises fear of protracted conflict that will add to instability in region,2026-03-01T16:15:17,https://www.irishtimes.com/world/asia-pacific/2026/03/01/afghanistan-targets-pakistani-jets-over-kabul-as-conflict-continues/,2026-03-02 17:24:33
142,The Times of India,Oil tanker with 15 Indian crew members comes under attack off Oman coast,An oil tanker carrying 15 Indian sailors was attacked by the Iranian military near Oman. Four crew members were injured in the incident. The entire crew has been safely evacuated. This attack follows retaliatory actions by Iran after alleged US-Israel strikes…,2026-03-01T16:11:15,https://economictimes.indiatimes.com/news/defence/oil-tanker-with-15-indian-crew-members-comes-under-attack-off-oman-coast/articleshow/128920895.cms,2026-03-02 17:24:33
143,Israelnationalnews.com,President Trump: 'Operation Epic Fury is ahead of schedule',"The President stated that the operation was for the benefit not only of the USA, but the world.",2026-03-01T16:09:00,https://www.israelnationalnews.com/news/423183,2026-03-02 17:24:33
144,Memeorandum.com,Live updates: U.S. troops killed as Iran retaliates with strikes after death of supreme leader (NBC News),"NBC News:
Live updates: U.S. troops killed as Iran retaliates with strikes after death of supreme leader  —  Three U.S. service members have been killed in action and five others were seriously wounded, the U.S. military said in a statement Sunday.  —  ADD NB…",2026-03-01T16:05:02,https://www.memeorandum.com/260301/p30,2026-03-02 17:24:33
146,Newser,Pentagon Reports First US Casualties,"Three US service members were killed in action during the joint attack on Iran, the Defense Department said Sunday, the first American casualties of the operation that began Saturday. Five others were reported to be seriously wounded, the Washington Post repo…",2026-03-01T16:01:59,https://www.newser.com/story/384587/pentagon-reports-first-us-casualties.html,2026-03-02 17:24:33
147,Yahoo Entertainment,Israel-US strike on Iran: PCB confirms ODI match cancelled in Abu Dhabi amid Middle East tensions,"Security concerns in Abu Dhabi have led to the cancellation of the second unofficial one-day match between Pakistan Shaheens and England Lions. The England and Wales Cricket Board cited safety as their top priority, also delaying the England Women's team's tr…",2026-03-01T16:01:00,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_00fa5230-f682-44e3-b694-97c1856a8911,2026-03-02 17:24:33
149,Unherd.com,How JD lost foreign policy war...,,2026-03-01T16:00:19,http://unherd.com/2026/03/how-jd-vance-lost-the-foreign-policy-war/,2026-03-02 17:24:33
150,Fox News,Operation Epic Fury: How America's air power is crushing Iran’s terror regime,"By eliminating Iran’s supreme leader and launching a sweeping air and missile campaign, the United States has seized a historic opportunity to dismantle Tehran’s military capabilities and reshape the balance of power in the Middle East.",2026-03-01T16:00:01,https://www.foxnews.com/opinion/operation-epic-fury-how-americas-air-power-crushing-irans-terror-regime,2026-03-02 17:24:33
151,The Star Online,Opposition united in condemnation of US-Israeli strikes on Iran,"PETALING JAYA: The Opposition has condemned the joint military strikes against Iran, demanding an immediate de-escalation of hostilities. Read full story",2026-03-01T16:00:00,https://www.thestar.com.my/news/nation/2026/03/02/opposition-united-in-condemnation-of-us-israeli-strikes-on-iran,2026-03-02 17:24:33
153,Crooksandliars.com,Trump Issues A Childish All-Caps Threat To Iran—Because Of Course He Does,"The Stable Genius kicked off a full-blown war with Iran just one year into his second term and after relentlessly campaigning for the Nobel Peace Prize. Who needs diplomacy when you've got ""Operation Epic Fury"" and an appetite for bombing schools?
Trump's dec…",2026-03-01T17:18:21,https://crooksandliars.com/2026/03/trump-issues-childish-all-caps-threat-iran,2026-03-02 17:24:33
154,Freerepublic.com,The Microreactor Race Is On,"For the past half century, successive Presidential administrations and the Nuclear Regulatory Commission have thwarted the development of advanced reactor designs...That all changed last May, when President Trump issued four executive orders aimed at reinvigo…",2026-03-01T17:17:34,https://freerepublic.com/focus/f-chat/4368851/posts,2026-03-02 17:24:33
160,Mediaite,‘How Many Times Do I Have to Tell You?!’ Lindsey Graham Snaps at NBC’s Kristen Welker Asking if Trump Has ‘A Plan’ On Iran,"Senator Lindsey Graham (R-SC) bristled at questions from NBC's Kristen Welker about President Donald Trump's ""plan"" for Iran — or lack thereof.
The post ‘How Many Times Do I Have to Tell You?!’ Lindsey Graham Snaps at NBC’s Kristen Welker Asking if Trump Has …",2026-03-01T16:57:22,https://www.mediaite.com/media/news/how-many-times-do-i-have-to-tell-you-lindsey-graham-snaps-at-nbcs-kristen-welker-asking-if-trump-has-a-plan-on-iran/,2026-03-02 17:24:33
165,Al Jazeera English,“Trump chose an avoidable war over a good deal.”,Trita Parsi says Iran had offered major nuclear concessions and that Trump could have claimed diplomatic victory.,2026-03-01T16:45:52,https://www.aljazeera.com/video/newsfeed/2026/3/1/trump-chose-an-avoidable-war-over-a-good-deal,2026-03-02 17:24:33
170,Gizmodo.com,A New Study Links Living Near Nuclear Plants to Higher Cancer Death Rates,A nationwide analysis found that counties closer to nuclear power plants have higher cancer mortality rates.,2026-03-01T16:35:35,https://gizmodo.com/a-new-study-links-living-near-nuclear-plants-to-higher-cancer-death-rates-2000727948,2026-03-02 17:24:33
173,Freerepublic.com,"US, Israel attack Iran live updates: Iran claims it struck USS Lincoln carrier with 4 missiles – US says they all missed: ‘LIE’","Iran says it fired four ballistic missiles at the USS Abraham Lincoln aircraft carrier, which launched many of the strikes on the Islamic Republic Saturday and Sunday. But, contrary to claims in Iran — all the missiles missed, the US said. In response to Iran…",2026-03-01T16:31:30,https://freerepublic.com/focus/f-chat/4368844/posts,2026-03-02 17:24:33
179,CBS News,Fears of a wider Middle East conflict grow as Iran launches retaliatory strikes,"Iran launched retaliatory strikes on U.S. and Israel's allies in the region as the joint airstrike campaign continued within Iran, leading to growing fears of a wider Middle East conflict. Imtiaz Tyab reports from Oman, the country that was mediating nuclear …",2026-03-01T16:13:00,https://www.cbsnews.com/video/fears-of-a-wider-middle-east-conflict-grow-as-iran-launches-retaliatory-strikes/,2026-03-02 17:24:33
185,The New Republic,The Dangerous Incoherence of Trump’s War With Iran,"Now what? Ayatollah Ali Hosseini Khamenei, who has led Iran as its supreme leader since 1989, is dead, killed in an Israeli airstrike on Saturday. Israeli and American bombs are still raining down across Iran as part of Operation Epic Fury—a name that doesn’t…",2026-03-01T15:59:08,https://newrepublic.com/article/207186/dangerous-incoherence-trump-war-iran,2026-03-02 17:24:33
186,The Times of India,Pakistan’s ominous role in attacks against Iran: How Islamabad benefits from conflict,Recent US and Israel strikes on Iran have intensified the Shia-Sunni rivalry. Pakistan and Saudi Arabia are central to these developments. Pakistan is reportedly providing bases and intelligence to the US for operations targeting Iran and Afghanistan. Saudi A…,2026-03-01T15:48:57,https://economictimes.indiatimes.com/news/defence/pakistans-ominous-role-in-attacks-against-iran-how-islamabad-benefits-from-conflict/articleshow/128920304.cms,2026-03-02 17:24:33
187,Wnd.com,"‘They were already heroes’: 3 U.S. service members killed, 5 seriously wounded in Operation Epic Fury","'The president warned of this, rightly so, that in this kind of operation, that possibility always exists, and tragically it has manifested itself'",2026-03-01T15:47:42,https://www.wnd.com/2026/03/they-were-already-heroes-3-u-s-service/,2026-03-02 17:24:33
189,Fortune,"Former Trump security advisor sees no off-ramp this time around for Iran, Israel and America",Trump seems to have no appetite for a deal now – he just wants Iran’s regime gone.,2026-03-01T15:40:43,https://fortune.com/2026/03/01/former-trump-security-advisor-sees-no-off-ramp-this-time-around-for-iran-israel-and-america/,2026-03-02 17:24:33
190,Breitbart News,Cotton: 'This Is a Chance for the Iranian People to Rise Up and to Reclaim Their Freedom',"Sunday on CNN's ""State of the Union,"" Sen. Tom Cotton (R-AR) said the U.S. military strikes in Iran are ""a chance for the Iranian people to rise up and to reclaim their freedom.""
The post Cotton: ‘This Is a Chance for the Iranian People to Rise Up and to Recl…",2026-03-01T15:36:13,https://www.breitbart.com/clips/2026/03/01/cotton-this-is-a-chance-for-the-iranian-people-to-rise-up-and-to-reclaim-their-freedom/,2026-03-02 17:24:33
193,Gossiplankanews.com,Will pro-American 'majority Sunni' Muslim countries oppose 'minority Shia Muslim' Iran?,"Between 85% and 90% of the global Muslim population follows Sunni Islam, while 10% to 15% follow Shia Islam. In Iran, which has a Shia majority, between 85% and 90% of the Muslim population belongs to Twelver, or Ithna Ashari Shia Islam, which is the country'…",2026-03-01T15:25:28,https://english.gossiplankanews.com/2026/03/will-pro-american-majority-sunni-muslim.html,2026-03-02 17:24:33
194,Daily Signal,‘Spiral of Violence’: Pope Calls for Diplomacy After Iran Strikes,"Pope Leo XIV made a call for peace and diplomacy Sunday, following the U.S. and Israel strike against Iran that killed supreme leader and targeted... Read More
The post ‘Spiral of Violence’: Pope Calls for Diplomacy After Iran Strikes appeared first on The Da…",2026-03-01T15:24:35,https://www.dailysignal.com/2026/03/01/spiral-of-violence-pope-calls-for-diplomacy-after-iran-strikes/,2026-03-02 17:24:33
195,Irishtimes.comhttps,"Death of Ayatollah Ali Khamenei: US tracked Iran’s supreme leader, Israel struck",Swift killing reflected the close co-ordination and intelligence sharing between the US and Israel,2026-03-01T15:22:40,https://www.irishtimes.comhttps://www.nytimes.com/2026/03/01/us/politics/cia-israel-ayatollah-compound.html,2026-03-02 17:24:33
196,Fortune,OPEC+ to resume oil output increases as Iran conflict rages,"The hike is just 1.5 times bigger than the 137,000-barrel increments made by the group in December.",2026-03-01T15:21:07,https://fortune.com/2026/03/01/opec-oil-output-increase-saudi-arabia-russia-iran-conflict-crude-prices/,2026-03-02 17:24:33
199,Dpa-international.com,Iranian news agency: ex-president Ahmadinejad killed in airstrikes,"Iran's former president, Mahmoud Ahmadinejad, was killed in an airstrike in Tehran, the state news agency ILNA reported on Sunday. Ahmadinejad, 69, was...",2026-03-01T15:13:34,https://dpa-international.com/politics/urn:newsml:dpa.com:20090101:260301-99-688477/,2026-03-02 17:24:33
200,DW (English),Will Gulf states enter the Iran conflict with their own armies?,"Gulf states have borne the brunt of Iranian missile attacks so far. At first, Iran aimed at US assets but that changed. Gulf states say they won't just sit back when attacked. But what exactly could that mean?",2026-03-01T15:13:00,https://www.dw.com/en/will-gulf-states-enter-the-iran-conflict-with-their-own-armies/a-76175593,2026-03-02 17:24:33
201,DW (English),Will Gulf states enter the Iran war?,"Gulf states have borne the brunt of Iranian missile attacks so far. At first, Iran targeted US assets, but that has changed. Gulf states say they won't just sit back.",2026-03-01T15:13:00,https://www.dw.com/en/will-gulf-states-enter-the-iran-war/a-76175593,2026-03-02 17:24:33
202,Breitbart News,"Iranian Embassy in Mexico Feeds Propaganda to Media, Claims Leaders Alive – Only Innocents Killed","The Iranian Embassy in Mexico held a news conference, during which they attempted to disseminate several false claims to news outlets in that country.
The post Iranian Embassy in Mexico Feeds Propaganda to Media, Claims Leaders Alive – Only Innocents Killed a…",2026-03-01T15:12:01,https://www.breitbart.com/border/2026/03/01/iranian-embassy-in-mexico-feeds-propaganda-to-media-claims-leaders-alive-only-innocents-killed/,2026-03-02 17:24:33
203,Alltoc.com,What happens next for Iran’s leadership? #world,"Who is handling state duties now Iran’s government has moved quickly to fill a leadership vacuum after the strikes that killed the country’s supreme leader and other senior officials. Tehran announced a temporary, multi‑member council to assume state duties w…",2026-03-01T15:10:50,https://alltoc.com/world/what-happens-next-for-irans-leadership,2026-03-02 17:24:33
204,Fortune,Iran will pick a new supreme leader in ‘one or two days’ as retaliation attacks spread to more targets after Khamenei’s death,Iran’s President Masoud Pezeshkian said in a prerecorded message aired on state television that a new leadership council had begun its work.,2026-03-01T15:07:55,https://fortune.com/2026/03/01/iran-new-supreme-leader-succession-retaliation-attacks-more-targets-khamenei-death/,2026-03-02 17:24:33
205,Alltoc.com,Why did the U.S. and Israel strike Iran now? #politics,"What officials say and the strategic rationale U.S. and Israeli officials moved when they believed an unusually narrow intelligence window had opened. Reporting indicates that allied intelligence detected Iran’s top leadership gathered in a secure location, c…",2026-03-01T15:06:30,https://alltoc.com/politics/why-did-the-u-s-and-israel-strike-iran-now,2026-03-02 17:24:33
207,Legalinsurrection.com,"Amid Ongoing U.S.-Israeli Strike, Iran Launches Missile Attacks on Arab Gulf States","IDF says Iran's top military leadership eliminated, 40 commanders killed in opening strike.
The post Amid Ongoing U.S.-Israeli Strike, Iran Launches Missile Attacks on Arab Gulf States first appeared on Le·gal In·sur·rec·tion.",2026-03-01T15:00:11,https://legalinsurrection.com/2026/03/amid-ongoing-u-s-israeli-strike-iran-launches-missile-attacks-on-arab-gulf-states/,2026-03-02 17:24:33
208,Associated Press,US Military says 3 service members have been killed,Iran’s President Masoud Pezeshkian said Sunday that a new leadership council “has begun its work” after death of Supreme Leader Ayatollah Ali Khamenei. Pezeshkian made the comment in a prerecorded message aired on Iranian state television.,2026-03-01T14:59:55,https://apnews.com/live/us-israel-strikes-iran-khamenei-03-01-2026,2026-03-02 17:24:33
209,Freerepublic.com,Charlie Kirk Ripping Iran Regime Change Resurfaces Amid Operation Epic Fury,"In a Charlie Kirk Show segment from June 17, 2025, Kirk criticized Senator Lindsey Graham, a South Carolina Republican, for pushing for regime change earlier that month in the buildup to the U.S. strikes on Iranian nuclear facilities.",2026-03-01T14:50:45,https://freerepublic.com/focus/f-news/4368836/posts,2026-03-02 17:24:33
210,Hollywood Life,What Is Happening in Iran? Aftermath of U.S. & Israel Strikes,"After the U.S. and Israel conducted strikes against Iran, Iran's Supreme Leader Ayatollah Ali Khamenei died, President Donald Trump confirmed.",2026-03-01T14:41:53,https://hollywoodlife.com/2026/03/01/what-is-happening-in-iran/,2026-03-02 17:24:33
211,Crooksandliars.com,Mullin Takes Cheap Shot At Tlaib And Omar To Justify Trump Not Briefing Congress,"Sen. Markwayne Mullin lashed out at Representatives Rashida Tlaib and Ilhan Omar when attempting to justify Trump refusing to brief Congress before bombing Iran.
During a portion of a lengthy interview on this Saturday's Fox & Friends Weekend, where Mullin wa…",2026-03-01T14:40:52,https://crooksandliars.com/2026/02/mullin-takes-cheap-shot-tlaib-and-omar,2026-03-02 17:24:33
212,Freerepublic.com,"Mahmoud Ahmadinejad, Iran’s ex-president who said ‘Israel must be wiped off the map,’ killed in Israeli airstrikes",Former Iranian President Mahmoud Ahmadinejad — a polarizing hardliner who became the face of Tehran’s nuclear defiance and incendiary anti-Israel rhetoric — was reportedly killed in Israeli airstrikes during Saturday’s strikes inside Iran. A report by the Isr…,2026-03-01T14:40:27,https://freerepublic.com/focus/f-news/4368831/posts,2026-03-02 17:24:33
213,Gossiplankanews.com,"The future of the remaining leaders and the system of governance in Iran, where not everyone can run for election","Last Saturday, a massive American and Israeli attack on Iran killed the country's 86-year-old Supreme Leader Ayatollah Ali Khamenei, as well as several high-ranking military officials including Defense Minister Aziz Nasirzadeh and Army Chief General Abdol Rah…",2026-03-01T14:35:23,https://english.gossiplankanews.com/2026/03/the-future-of-remaining-leaders-and.html,2026-03-02 17:24:33
218,New York Post,"Mahmoud Ahmadinejad, Iran’s ex-president who said ‘Israel must be wiped off the map,’ killed in Israeli airstrikes",Critics at home and abroad described him as a confrontational ideologue whose economic management fueled inflation and whose rhetoric deepened Iran’s international isolation.,2026-03-01T14:20:39,https://nypost.com/2026/03/01/world-news/mahmoud-ahmadinejad-irans-ex-president-killed-in-israeli-airstrikes/,2026-03-02 17:24:33
219,Gossiplankanews.com,"Reactions from China, Russia, Britain, Oman, and the Pope after Khamenei's assassination","Following the assassination of Iran's eighty-six-year-old Supreme Leader Ayatollah Ali Khamenei and several high-ranking military officials in the country, as a result of a massive joint military operation launched by the United States and Israel,
various rea…",2026-03-01T14:15:31,https://english.gossiplankanews.com/2026/03/reactions-from-china-russia-britain.html,2026-03-02 17:24:33
220,CBS News,"Trump says strikes on Iran will continue ""as long as necessary""","On Saturday the Trump Administration launched military strikes on Iran, in the midst of negotiations with Iranian leaders over their nuclear program. President Trump (who campaigned on avoiding foreign conflicts) said the bombing will continue ""as long as nec…",2026-03-01T14:14:00,https://www.cbsnews.com/video/trump-says-strikes-on-iran-will-continue-as-long-as-necessary/,2026-03-02 17:24:33
221,The Times of India,What is Strait of Hormuz and will Iran close it now? Key global oil trade route explained after US-Israeli war on Iran,"What is Strait of Hormuz and will Iran close it now? The US-Israeli war on Iran has raised fears of a Strait of Hormuz closure. Around 20% of global oil and gas passes through this route. Any block could disrupt oil supply, raise oil prices, and impact global…",2026-03-01T14:08:50,https://economictimes.indiatimes.com/news/international/us/what-is-strait-of-hormuz-and-will-iran-close-it-now-key-global-oil-trade-route-explained-after-us-israeli-war-on-iran-middle-east-narrow-sea-route-between-iran-and-oman-liquefied-natural-gas-shipments-oil-prices-fuel-costs-global-markets/articleshow/128917629.cms,2026-03-02 17:24:33
223,CBC News,"Canadian military members likely involved in planning U.S. strikes on Iran, retired general says","A retired Canadian major-general says personnel on exchange with U.S. Central Command were likely involved in planning and targeting airstrikes on Iran unless Ottawa explicitly barred participation. As U.S. and Israeli forces intensify their campaign, The Dep…",2026-03-01T14:02:53,https://www.cbc.ca/news/politics/iran-air-strikes-canada-israel-war-9.7110268,2026-03-02 17:24:33
226,HuffPost,'Weekend Update' Tears Apart Trump's Iran Attack Using This Key 'Expert' Analysis,"Colin Jost, host of the ""SNL"" news segment, let the president have the floor to explain his ""bad idea.""",2026-03-01T13:53:03,https://www.huffpost.com/entry/snl-weekend-update-colin-jost-trump-iran-strikes-attack-clip_n_69a42e49e4b01a745ada2026,2026-03-02 17:24:33
229,Slashdot.org,At least nine killed after Iranian strike on Israel’s Beit Shemesh - Al Jazeera,At least nine killed after Iranian strike on Israel’s Beit ShemeshAl Jazeera Nine dead in missile attack on Israel as Iran strikes regionBBC 9 Killed in City near Jerusalem After Iranian Missile StrikeThe New York Times Six people killed after missile strike …,2026-03-01T17:13:12,https://slashdot.org/firehose.pl?op=view&amp;id=180879102,2026-03-02 17:24:33
232,Sputnikglobe.com,"IRGC Says Launched Strikes on 3 US, UK Tankers in Persian Gulf, Strait of Hormuz",TEHRAN (Sputnik) - Iran's Islamic Revolutionary Guard Corps (IRGC) said on Sunday that it had launched missile strikes against three US ans UK tankers in the Persian Gulf and the Strait of Hormuz.,2026-03-01T17:05:34,https://sputnikglobe.com/20260301/irgc-says-launched-strikes-on-3-us-uk-tankers-in-persian-gulf-strait-of-hormuz-1123729773.html,2026-03-02 17:24:33
233,Israelnationalnews.com,Over 700 sorties: Air Force clears the way to Tehran within 24 hours,"IAF operating with air superiority in Iran, striking ballistic missile launchers, headquarters, Iranian air defense systems, and command centers of the Iranian terrorist regime.",2026-03-01T17:05:00,https://www.israelnationalnews.com/news/423185,2026-03-02 17:24:33
234,The Irish Times,Khamenei is gone – but Iran’s system is built to endure,"Unless there is a breakdown in security or a power struggle, succession should be smooth",2026-03-01T17:02:01,https://www.irishtimes.com/world/middle-east/2026/03/01/khamenei-is-gone-but-irans-system-is-built-to-endure/,2026-03-02 17:24:33
235,The Irish Times,Khamenei is gone but Iran’s system is built to endure,"Unless there is a breakdown in security or a power struggle, succession should be smooth",2026-03-01T17:02:01,https://www.irishtimes.com/world/middle-east/2026/03/02/khamenei-is-gone-but-irans-system-is-built-to-endure/,2026-03-02 17:24:33
243,New York Post,Pressure mounts on Dems to fund terror-fighting Homeland Security as US attacks Iran,"""This is certainly not the time to play games,"" House Intelligence Committee Chairman Rick Crawford (R-Ark.) told Fox News on Saturday -- as Tehran was vowing deadly retribution against the US over its joint strikes with Israel against Iran.",2026-03-01T16:35:43,https://nypost.com/2026/03/01/us-news/pressure-mounts-on-dems-to-fund-homeland-security-as-us-attacks-iran/,2026-03-02 17:24:33
244,"HITC - Football, Gaming, Movies, TV, Music",NBA fan’s ‘LeBron never did that’ joke about Iranian ballistic missiles goes viral,An NBA fan managed to turn a serious geopolitical headline into a viral LeBron James joke. A breaking news update about missile interceptions quickly caught attention online.,2026-03-01T16:30:00,https://www.hitc.com/nba-fans-lebron-never-did-that-joke-about-iranian-ballistic-missiles-goes-viral/,2026-03-02 17:24:33
245,BusinessLine,Conflict zones,Iran's retaliation in West Asia raises concerns for 9 million Indians living in GCC nations amid escalating conflict.,2026-03-01T16:30:00,https://www.thehindubusinessline.com/data-stories/visually/conflict-zones/article70692582.ece,2026-03-02 17:24:33
246,Haaretz,Filipino national identified as woman killed in Iranian missile strike in Tel Aviv,"Mary Ann de Vera, 32, was identified by her husband, Ernie, who, like her, works as a caregiverin Israel. The Philippines' president said she was helping her employer reach a bomb shelter when she was struck by shrapnel",2026-03-01T16:29:11,https://www.haaretz.com/israel-news/israel-security/2026-03-01/ty-article/.premium/filipino-national-identified-as-woman-killed-by-iranian-missile-in-tel-aviv/0000019c-aa12-dabd-a1df-ea96df6c0000,2026-03-02 17:24:33
249,Gossiplankanews.com,"Even if leaders including Khamenei are killed, there will be no change in Iran - How will Trump's objective be achieved?","Although American Defense Secretary Pete Hegseth, addressing senior officials last year, described the 1991 Gulf War as a limited operation with a clear end, The Economist magazine has published an article stating that the end of the current Iranian conflict …",2026-03-01T16:25:18,https://english.gossiplankanews.com/2026/03/even-if-leaders-including-khamenei-are.html,2026-03-02 17:24:33
250,Israelnationalnews.com,Beit Shemesh missile strike: 11 remain missing,"According to the police, as of 6:20 p.m. (local time), 11 individuals are still unaccounted for following the strike on a bomb shelter in Beit Shemesh. ""Efforts to locate them continue together with searches at the scene to rule out the possibility of individ…",2026-03-01T16:24:00,https://www.israelnationalnews.com/flashes/677484,2026-03-02 17:24:33
254,Khabarhub.com,Today’s News in a Nutshell,"KATHMANDU: Khabarhub brings you a glimpse of major developments of the day in Nepal, including politics, business/economy, sports, entertainment, and more. Nepal calls for diplomatic resolution of Middle East tensions Nepal has urged all parties in the Middle…",2026-03-01T16:15:31,https://english.khabarhub.com/2026/01/537102/,2026-03-02 17:24:33
255,Gossiplankanews.com,UAE Sri Lankans injured due to Iranian attacks,"The UAE Ministry of Defence has officially confirmed that civilians in the United Arab Emirates have been harmed due to a series of missile and drone attacks suspected to be linked to Iran.
<!--gossip-below-article-Rs--> (adsbygoogle = window.adsbygoogle || …",2026-03-01T16:15:12,https://english.gossiplankanews.com/2026/03/uae-sri-lankans-injured-due-to-iranian.html,2026-03-02 17:24:33
